Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),Species (veterinary),Patient safety,ATC code (human),ATCvet code (veterinary),Pharmacotherapeutic group (human),Pharmacotherapeutic group (veterinary),Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic or hybrid,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Imjudo,EMEA/H/C/006016,Authorised,,PSUSA/00011038/202410,tremelimumab,tremelimumab,"Carcinoma, Hepatocellular;Carcinoma, Non-Small-Cell Lung",,No,L01FX20,,Antineoplastic agents,,Imjudo&nbsp;in combination with durvalumab is indicated for the first line treatment of adults with advanced or unresectable hepatocellular carcinoma (HCC). Imjudo&nbsp;in combination with durvalumab and platinum-based chemotherapy is indicated for the first-line treatment of adults with metastatic non-small cell lung cancer (NSCLC) with no sensitising EGFR mutations or ALK positive mutations.,No,Yes,No,No,No,No,No,No,No,AstraZeneca AB,04/08/2025,,,15/12/2022,,20/02/2023,,,,9,09/12/2022,14/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/imjudo
Human,Jivi,EMEA/H/C/004054,Authorised,,EMA/VR/0000286640,damoctocog alfa pegol,Damoctocog alfa pegol,Hemophilia A,,No,B02BD02,,Antihemorrhagics,,Treatment and prophylaxis of bleeding in previously treated patients ? 12 years of age with haemophilia A (congenital factor VIII deficiency).,No,No,No,No,No,No,No,No,No,Bayer AG,12/08/2025,,,20/09/2018,,22/11/2018,,,,7,28/01/2019,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/jivi
Human,Amvuttra,EMEA/H/C/005852,Authorised,,II/0015,vutrisiran,vutrisiran sodium,"Amyloid Neuropathies, Familial",,No,N07XX18,,Other nervous system drugs,,Treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy.,No,Yes,No,No,No,No,No,Yes,No,Alnylam Netherlands B.V.,05/06/2025,,,21/07/2022,,15/09/2022,,,,5,18/07/2022,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/amvuttra
Human,Apixaban Accord,EMEA/H/C/005358,Authorised,,VR/0000275536,apixaban,apixaban,Venous Thromboembolism;Stroke;Arthroplasty,,No,B01AF02,,Antithrombotic agents,,"Adults&nbsp;Prevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (NVAF), with one or more risk factors, such as prior stroke or transient ischaemic attack (TIA); age≥ 75 years; hypertension; diabetes mellitus; symptomatic heart failure (NYHA Class ≥ II). &nbsp; Treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE), and prevention of recurrent DVT and PE in adults (see section 4.4 for haemodynamically unstable PE patients). &nbsp; Paediatric population &nbsp;Treatment of venous thromboembolism (VTE) and prevention of recurrent VTE in paediatric patients from 28 days to less than 18 years of age. Adults &nbsp;Prevention of venous thromboembolic events (VTE) in adult patients who have undergone elective hip or knee replacement surgery. &nbsp; Prevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (NVAF), with one or more risk factors, such as prior stroke or transient ischaemic attack (TIA); age ≥ 75 years; hypertension; diabetes mellitus; symptomatic heart failure (NYHA Class ≥ II). &nbsp; Treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE), and prevention of recurrent DVT and PE in adults (see section 4.4 for haemodynamically unstable PE patients). &nbsp; Paediatric population&nbsp;Treatment of venous thromboembolism (VTE) and prevention of recurrent VTE in paediatric patients from 28 days to less than 18 years of age.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,18/07/2025,,,28/05/2020,,23/07/2020,,,,6,06/08/2020,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/apixaban-accord
Human,Breyanzi,EMEA/H/C/004731,Authorised,,PSUSA/00010990/202408,lisocabtagene maraleucel,CD19-directed genetically modified autologous cell-based product consisting of purified CD8+ T-cells (CD8+ cells);CD19-directed genetically modified autologous cell-based product consisting of purified CD4+ T cells (CD4+ cells),"Lymphoma, Large B-Cell, Diffuse;Lymphoma, Follicular;Mediastinal Neoplasms",,No,L01XL08,,Antineoplastic agents,,"Breyanzi is indicated for the treatment of adult patients with diffuse large B-cell lymphoma (DLBCL), high grade B-cell lymphoma (HGBCL), primary mediastinal large B-cell lymphoma (PMBCL) and follicular lymphoma grade 3B (FL3B), who relapsed within 12 months from completion of, or are refractory to, first-line chemoimmunotherapy.Breyanzi is indicated for the treatment of adult patients with relapsed or refractory DLBCL, PMBCL and FL3B, after two or more lines of systemic therapy.Breyanzi is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) after two or more lines of systemic therapy.",No,Yes,Yes,No,No,No,No,No,Yes,Bristol-Myers Squibb Pharma EEIG,22/05/2025,,,27/01/2022,,04/04/2022,,,,10,24/01/2022,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/breyanzi
Human,Veklury,EMEA/H/C/005622,Authorised,,VR/0000291261,remdesivir,remdesivir,COVID-19 virus infection,,No,,,,,Veklury is indicated for the treatment of coronavirus disease 2019 (COVID 19) in&nbsp;adults and paediatric patients (at least 4 weeks of age and weighing at least 3 kg):&nbsp;- with pneumonia requiring supplemental oxygen (low- or high-flow oxygen or other non-invasive ventilation at start of treatment)&nbsp;- who do not require supplemental oxygen and who are at increased risk of progressing to severe COVID-19 (see section 5.1) &nbsp;,No,Yes,No,No,No,No,No,No,No,Gilead Sciences Ireland UC,13/08/2025,,,25/06/2020,,03/07/2020,,,,30,06/07/2020,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/veklury
Human,Kovaltry,EMEA/H/C/003825,Authorised,,VR/0000287726,octocog alfa,Octocog alfa,Hemophilia A,,No,B02BD02,,Antihemorrhagics,,Treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). Kovaltry can be used for all age groups.,No,No,No,No,No,No,No,No,No,Bayer AG,13/08/2025,,,17/12/2015,,18/02/2016,,,,14,10/11/2017,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry
Human,Exparel liposomal,EMEA/H/C/004586,Authorised,,R/0000248989,bupivacaine,bupivacaine,Acute Pain,,No,N01BB01,,"Amides;Anesthetics, local",,Exparel&nbsp;liposomal is indicated:  in adults as a brachial plexus block or femoral nerve block for treatment of post-operative pain. in adults and children aged 6 years or older as a field block for treatment of somatic post-operative pain from small- to medium-sized surgical wounds.,No,No,No,No,No,No,No,No,No,Pacira Ireland Limited,23/07/2025,,,17/09/2020,,16/11/2020,,,,2,10/12/2020,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/exparel-liposomal
Human,Stribild,EMEA/H/C/002574,Authorised,,PSUSA/00010082/202308,elvitegravir;cobicistat;emtricitabine;tenofovir disoproxil,elvitegravir;cobicistat;emtricitabine;tenofovir disoproxil fumarate,HIV Infections,,No,J05AR09,,"Antivirals for treatment of HIV infections, combinations;Antivirals for systemic use",,Treatment of human immunodeficiency virus 1 (HIV 1) infection in adults aged 18 years and over who are antiretroviral treatment-naïve or are infected with HIV 1 without known mutations associated with resistance to any of the three antiretroviral agents in Stribild.,No,No,No,No,No,No,No,No,No,Gilead Sciences Ireland UC,27/06/2024,,,,,24/05/2013,,,,27,19/07/2018,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/stribild
Human,Wyost,EMEA/H/C/006378,Authorised,,VR/0000288202,denosumab,denosumab,"Giant Cell Tumor of Bone;Neoplasms, Bone Tissue",,No,M05BX04,,Drugs for treatment of bone diseases,,"Prevention of skeletal related events (SREs) (pathological fracture, radiation to bone, spinal cord compression or surgery to bone) in adults with advanced malignancies involving bone.&nbsp; Treatment of adults and skeletally mature adolescents with giant cell tumour of bone that is unresectable or where surgical resection is likely to result in severe morbidity.",No,Yes,No,Yes,No,No,No,No,No,Sandoz GmbH,13/08/2025,,,21/03/2024,,17/05/2024,,,,3,22/03/2024,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/wyost
Human,Instanyl,EMEA/H/C/000959,Authorised,,N/0000291557,fentanyl,Fentanyl citrate,Pain;Cancer,,No,N02AB03,,Analgesics,,"Instanyl is indicated for the management of breakthrough pain in adults already receiving maintenance opioid therapy for chronic cancer pain. Breakthrough pain is a transitory exacerbation of pain that occurs on a background of otherwise controlled persistent pain.  Patients receiving maintenance opioid therapy are those who are taking at least 60 mg of oral morphine daily, at least 25 micrograms of transdermal fentanyl per hour, at least 30 mg oxycodone daily, at least 8 mg of oral hydromorphone daily or an equianalgesic dose of another opioid for a week or longer.",No,No,No,No,No,No,No,No,No,Istituto Gentili S.r.l.,12/08/2025,,,,,20/07/2009,,,,40,08/05/2018,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/instanyl
Human,Ferriprox,EMEA/H/C/000236,Authorised,,N/0000291625,deferiprone,Deferiprone,beta-Thalassemia;Iron Overload,,No,V03AC02,,All other therapeutic products,,"Ferriprox monotherapy is indicated for the treatment of iron overload in patients with thalassaemia major when current chelation therapy is contraindicated or inadequate. Ferriprox in combination with another chelator is indicated in patients with thalassaemia major when monotherapy with any iron chelator is ineffective, or when prevention or treatment of life-threatening consequences of iron overload (mainly cardiac overload) justifies rapid or intensive correction.",No,No,No,No,No,No,No,No,No,Chiesi Farmaceutici S.p.A.,12/08/2025,,,,,25/08/1999,,,,33,04/07/2017,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ferriprox
Human,Chenodeoxycholic acid Leadiant (previously Chenodeoxycholic acid sigma-tau),EMEA/H/C/004061,Authorised,,EMEA/H/C/PSUSA/00010590/202410,chenodeoxycholic acid,chenodeoxycholic acid,"Xanthomatosis, Cerebrotendinous;Metabolism, Inborn Errors",,No,A05AA01,,Bile and liver therapy,,"Chenodeoxycholic acid is indicated for the treatment of inborn errors of primary bile acid synthesis due to sterol 27 hydroxylase deficiency (presenting as cerebrotendinous xanthomatosis (CTX)) in infants, children and adolescents aged 1 month to 18 years and adults.",No,Yes,No,No,No,Yes,No,Yes,No,Leadiant GmbH,23/07/2025,,,21/07/2016,,10/04/2017,,,,7,28/09/2017,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/chenodeoxycholic-acid-leadiant
Human,Enbrel,EMEA/H/C/000262,Authorised,,II/0255,etanercept,etanercept,"Spondylitis, Ankylosing;Arthritis, Juvenile Rheumatoid;Arthritis, Psoriatic;Psoriasis;Arthritis, Rheumatoid",,No,L04AB01,,Immunosuppressants,,"Rheumatoid arthritis Enbrel in combination with methotrexate is indicated for the treatment of moderate to severe active rheumatoid arthritis in adults when the response to disease-modifying antirheumatic drugs, including methotrexate (unless contraindicated), has been inadequate. Enbrel can be given as monotherapy in case of intolerance to methotrexate or when continued treatment with methotrexate is inappropriate. Enbrel is also indicated in the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate. Enbrel, alone or in combination with methotrexate, has been shown to reduce the rate of progression of joint damage as measured by X-ray and to improve physical function. Juvenile idiopathic arthritis Treatment of polyarthritis (rheumatoid-factor-positive or -negative) and extended oligoarthritis in children and adolescents from the age of two years who have had an inadequate response to, or who have proved intolerant of, methotrexate. Treatment of psoriatic arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, methotrexate. Treatment of enthesitis-related arthritis in adolescents from the age of 12 years who have had an inadequate response to, or who have proved intolerant of, conventional therapy. Enbrel has not been studied in children aged less than two years. Psoriatic arthritis Treatment of active and progressive psoriatic arthritis in adults when the response to previous disease-modifying antirheumatic drug therapy has been inadequate. Enbrel has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease. Axial spondyloarthritis Ankylosing spondylitis (AS) Treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy. Non-radiographic axial spondyloarthritis Treatment of adults with severe non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated C-reactive protein (CRP) and/or magnetic resonance imaging (MRI) evidence, who have had an inadequate response to nonsteroidal anti-inflammatory drugs (NSAIDs).  Plaque psoriasis  Treatment of adults with moderate to severe plaque psoriasis who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy, including ciclosporin, methotrexate or psoralen and ultraviolet-A light (PUVA). Paediatric plaque psoriasis  Treatment of chronic severe plaque psoriasis in children and adolescents from the age of six years who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies.",No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,10/07/2025,,,18/11/1999,,02/02/2000,,,,76,03/05/2018,13/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/enbrel
Human,Dazublys,EMEA/H/C/006219,Authorised,,,trastuzumab,trastuzumab,Breast Neoplasms;Stomach Neoplasms,,No,L01FD01,,Antineoplastic agents,,"Breast cancer Metastatic breast cancer Dazublys is indicated for the treatment of adult patients with HER2-positive metastatic breast cancer (MBC):  as monotherapy for the treatment of those patients who have received at least two chemotherapy regimens for their metastatic disease. Prior chemotherapy must have included at least an anthracycline and a taxane unless patients are unsuitable for these treatments. Hormone receptor-positive patients must also have failed hormonal therapy unless patients are unsuitable for these treatments. in combination with paclitaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease and for whom an anthracycline is not suitable. in combination with docetaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease. in combination with an aromatase inhibitor for the treatment of postmenopausal patients with hormone-receptor-positive MBC, not previously treated with trastuzumab.  Early breast cancer Dazublys is indicated for the treatment of adult patients with HER2-positive early breast cancer. (EBC).  following surgery, chemotherapy (neoadjuvant or adjuvant) and radiotherapy (if applicable) (see section 5.1). following adjuvant chemotherapy with doxorubicin and cyclophosphamide in combination with paclitaxel or docetaxel. in combination with adjuvant chemotherapy consisting of docetaxel and carboplatin. in combination with neoadjuvant chemotherapy followed by adjuvant Dazublys therapy for locally advanced (including inflammatory) disease or tumors&gt;&nbsp;2&nbsp;cm in diameter (see sections 4.4 and 5.1).  Dazublys should only be used in patients with metastatic or early breast cancer whose tumors have either HER2 overexpression or HER2 gene amplification as determined by an accurate and validated assay (see sections 4.4 and 5.1). Metastatic gastric cancer Dazublys in combination with capecitabine or 5-fluorouracil and cisplatin is indicated for the treatment of adult patients with HER2 positive metastatic adenocarcinoma of the stomach or gastro-esophageal junction who have not received prior anti-cancer treatment for their metastatic disease. Dazublys should only be used in patients with metastatic gastric cancer (MGC) whose tumors have HER2 overexpression as defined by IHC2+ and a confirmatory SISH or FISH result or by an IHC 3+ result. Accurate and validated assay methods should be used (see sections 4.4 and 5.1).",No,Yes,No,Yes,No,No,No,No,No,CuraTeQ Biologics s.r.o,30/06/2025,,,25/04/2025,,30/06/2025,,,,,12/08/2025,,https://www.ema.europa.eu/en/medicines/human/EPAR/dazublys
Human,Dyrupeg,EMEA/H/C/006407,Authorised,,N/0000290486,pegfilgrastim,pegfilgrastim,Neutropenia;Cancer,,No,L03AA13,,Immunostimulants,,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes).,No,Yes,No,Yes,No,No,No,No,No,CuraTeQ Biologics s.r.o,11/08/2025,,,30/01/2025,,28/03/2025,,,,3,31/01/2025,12/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/dyrupeg-0
Human,Targretin,EMEA/H/C/000326,Authorised,,VR/0000291441,bexarotene,bexarotene,"Lymphoma, T-Cell, Cutaneous",,No,L01XF03,,Antineoplastic agents,,Targretin capsules are indicated for the treatment of skin manifestations of advanced stage cutaneous T-cell lymphoma (CTCL) patients refractory to at least one systemic treatment.,No,No,No,No,No,No,No,No,No,H.A.C. Pharma,11/08/2025,,,16/11/2000,,29/03/2001,,,,25,21/06/2018,12/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/targretin
Human,Naveruclif,EMEA/H/C/006173,Authorised,,VR/0000287045,paclitaxel,paclitaxel,"Breast Neoplasms;Pancreatic Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD01,,Antineoplastic agents,,"Naveruclif monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated (see section 4.4). Naveruclif in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Naveruclif in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,11/08/2025,,,09/11/2023,,05/01/2024,,,,3,27/02/2024,12/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/naveruclif
Human,Sogroya,EMEA/H/C/005030,Authorised,,H/C/PSUSA/00010920/202408,somapacitan,somapacitan,Growth,,No,H01AC07,,Pituitary and hypothalamic hormones and analogues,,"Sogroya is indicated for the replacement of endogenous growth hormone (GH) in children &nbsp;aged 3 &nbsp;years and above, and adolescents with growth failure due to growth hormone deficiency (paediatric GHD), and in adults with growth hormone deficiency (adult GHD).",No,Yes,No,No,No,No,No,Yes,No,Novo Nordisk A/S,23/07/2025,,,,,31/03/2021,,,,3,15/04/2021,12/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/sogroya
Human,Zometa,EMEA/H/C/000336,Authorised,,II/0103/G,zoledronic acid,zoledronic acid;zoledronic acid monohydrate,"Cancer;Fractures, Bone",,No,M05BA08,,Drugs for treatment of bone diseases,,"Prevention of skeletal related events (pathological fractures, spinal compression, radiation or surgery to bone, or tumour-induced hypercalcaemia) in patients with advanced malignancies involving bone; treatment of tumour-induced hypercalcaemia (TIH); prevention of skeletal related events (pathological fractures, spinal compression, radiation or surgery to bone, or tumour-induced hypercalcaemia) in patients with advanced malignancies involving bone; treatment of tumour-induced hypercalcaemia (TIH); prevention of skeletal related events (pathological fractures, spinal compression, radiation or surgery to bone, or tumour-induced hypercalcaemia) in adult patients with advanced malignancies involving bone; treatment of adult patients with tumour-induced hypercalcaemia (TIH).",No,No,No,No,No,No,No,No,No,Phoenix Labs Unlimited Company,05/09/2024,,,14/12/2000,,20/03/2001,,,,40,13/07/2018,11/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/zometa
Human,Jinarc,EMEA/H/C/002788,Authorised,,VR/0000286551,tolvaptan,tolvaptan,"Polycystic Kidney, Autosomal Dominant",,No,C03XA01,,Diuretics,,Jinarc is indicated to slow the progression of cyst development and renal insufficiency of autosomal dominant polycystic kidney disease (ADPKD) in adults with CKD stage 1 to 3 at initiation of treatment with evidence of rapidly progressing disease.,No,Yes,No,No,No,No,No,No,No,Otsuka Pharmaceutical Netherlands B.V.,07/08/2025,,,26/02/2015,,27/05/2015,,,,24,26/07/2018,08/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/jinarc
Human,Cystadrops,EMEA/H/C/003769,Authorised,,II/0032,mercaptamine,mercaptamine hydrochloride,Cystinosis,,No,S01XA21,,Ophthalmologicals,,Cystadrops is indicated for the treatment of corneal cystine crystal deposits in adults and children from 6 months of age with cystinosis.,No,No,No,No,No,No,No,Yes,No,Recordati Rare Diseases,06/06/2025,,,,,18/01/2017,,,,10,30/05/2018,08/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/cystadrops
Human,LysaKare,EMEA/H/C/004541,Authorised,,VR/0000269283,arginine;lysine,L-arginine hydrochloride;L-lysine hydrochloride,Radiation Injuries,,No,V03AF11,,Detoxifying agents for antineoplastic treatment,,LysaKare is indicated for reduction of renal radiation exposure during Peptide-Receptor Radionuclide Therapy (PRRT) with lutetium (177Lu) oxodotreotide in adults.,No,No,No,No,No,No,No,No,No,Advanced Accelerator Applications,17/07/2025,,,29/05/2019,,25/07/2019,,,,9,30/07/2019,07/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/lysakare
Human,Brintellix,EMEA/H/C/002717,Authorised,,VR/0000290437,vortioxetine,vortioxetine,"Depressive Disorder, Major",,No,N06AX26,,Psychoanaleptics,,Treatment of major depressive episodes in adults.,No,No,No,No,No,No,No,No,No,H. Lundbeck A/S,07/08/2025,,,24/10/2013,,18/12/2013,,,,25,18/07/2018,07/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/brintellix
Human,Zebinix,EMEA/H/C/000988,Authorised,,VR/0000261032,eslicarbazepine acetate,eslicarbazepine acetate,Epilepsy,,No,N03AF04,,Antiepileptics,,"Zebinix is indicated as adjunctive therapy in adults, adolescents and children aged above 6 years, with partial-onset seizures with or without secondary generalisation.",No,No,No,No,No,No,No,No,No,"BIAL - Portela & Ca, S.A.",31/03/2025,,,19/02/2009,,21/04/2009,,,,33,17/05/2018,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/zebinix
Human,Enurev Breezhaler,EMEA/H/C/002691,Authorised,,VR/0000280416,glycopyrronium bromide,glycopyrronium bromide,"Pulmonary Disease, Chronic Obstructive",,No,R03BB06,,Drugs for obstructive airway diseases,,Enurev Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,No,No,No,No,No,No,No,No,No,Novartis Europharm Ltd,06/08/2025,,,,,28/09/2012,,,,11,13/07/2017,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/enurev-breezhaler
Human,Adempas,EMEA/H/C/002737,Authorised,,VR/0000285850,riociguat,riociguat,"Hypertension, Pulmonary",,No,C02KX05,,Antihypertensives for pulmonary arterial hypertension,,"Chronic thromboembolic pulmonary hypertension (CTEPH) Adempas is indicated for the treatment of adult patients with WHO Functional Class (FC) II to III with  inoperable CTEPH, persistent or recurrent CTEPH after surgical treatment, to improve exercise capacity.  Pulmonary arterial hypertension (PAH) AdultsAdempas, as monotherapy or in combination with endothelin receptor antagonists, is indicated for the treatment of adult patients with pulmonary arterial hypertension (PAH) with WHO Functional Class (FC) II to III to improve exercise capacity. Efficacy has been shown in a PAH population including aetiologies of idiopathic or heritable PAH or PAH associated with connective tissue disease. PaediatricsAdempas is indicated for the treatment of PAH in paediatric patients aged less than 18 years of age and body weight ? 50 kg with WHO Functional Class (FC) II to III in combination with endothelin receptor antagonists. ",No,No,No,No,No,No,No,No,No,Bayer AG,06/08/2025,,,23/01/2014,,27/03/2014,,,,17,07/03/2018,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/adempas
Human,Tovanor Breezhaler,EMEA/H/C/002690,Authorised,,VR/0000280394,glycopyrronium bromide,glycopyrronium bromide,"Pulmonary Disease, Chronic Obstructive",,No,R03BB06,,Drugs for obstructive airway diseases,,Tovanor Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,06/08/2025,,,,,28/09/2012,,,,16,09/07/2018,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/tovanor-breezhaler
Human,Seebri Breezhaler,EMEA/H/C/002430,Authorised,,VR/0000280390,glycopyrronium bromide,glycopyrronium bromide,"Pulmonary Disease, Chronic Obstructive",,No,R03BB06,,Drugs for obstructive airway diseases,,Seebri Breezhaler is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,06/08/2025,,,,,28/09/2012,,,,13,09/07/2018,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/seebri-breezhaler
Human,Fetcroja,EMEA/H/C/004829,Authorised,,R/0022,cefiderocol,cefiderocol sulfate tosilate,Gram-Negative Bacterial Infections,,No,J01D,,Antibacterials for systemic use,,"Fetcroja is indicated for the treatment of infections &nbsp; due to aerobic Gram-negative organisms in adults with limited treatment options (see sections 4.2, 4.4 and 5.1). Consideration should be given to official guidance on the appropriate use of antibacterial agents.",No,No,No,No,No,No,No,No,No,Shionogi B.V.,13/01/2025,,,,,23/04/2020,,,,11,29/04/2020,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/fetcroja
Human,Kengrexal,EMEA/H/C/003773,Authorised,,N/0000286423,cangrelor,cangrelor,Acute Coronary Syndrome;Vascular Surgical Procedures,,No,B01,,Antithrombotic agents,,"Kengrexal, co-administered with acetylsalicylic acid (ASA), is indicated for the reduction of thrombotic cardiovascular events in adult patients with coronary artery disease undergoing percutaneous coronary intervention (PCI) who have not received an oral P2Y12 inhibitor prior to the PCI procedure and in whom oral therapy with P2Y12 inhibitors is not feasible or desirable.",No,Yes,No,No,No,No,No,No,No,Chiesi Farmaceutici S.p.A.,05/08/2025,,,22/01/2015,,23/03/2015,,,,17,12/04/2018,06/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/kengrexal
